,UTC_Time,Date,Tweet_Content,Manual_Training_Labels,Manual_Testing_Labels
3435,2023-02-02 13:02:06+00:00,2023-02-02,Pickup trucks are one of the hottest items for electric vehicles. The biggest problem is that they are in short supply.  https://t.co/lzJSIIL3Y5,nan,nan
3436,2023-02-02 12:23:53+00:00,2023-02-02,"Polestar and Luminar Expand Partnership for LiDAR Integration in Future EV, Including Polestar 5 - https://t.co/aCQXzNmrJJ https://t.co/TNOrJUj4AS",nan,nan
3437,2023-02-02 12:42:29+00:00,2023-02-02,Connect Bus Orders 42 All-Electric Mellor Sigma 7 Buses for Vastraffik Services - https://t.co/L13nsZ0xOS https://t.co/Q4XNnI4Eot,nan,nan
3438,2023-02-02 20:05:36+00:00,2023-02-02,"$RIDE 
Hon Hai Precision Industry Co Ltd (OTC: HNHPF), operating as Foxconn Technology Group, named automotive veteran Mr. Jun Seki to be the Group's Chief Strategy Officer for electric vehicles effective from 1 February ... https://t.co/Or9fPbcB2V",nan,nan
3439,2023-02-02 21:00:53+00:00,2023-02-02,"Study shows electric vehicles are a scam propped up by government.
Surprise.
https://t.co/OpLbzArSLf",nan,nan
3440,2023-02-02 15:20:20+00:00,2023-02-02,"We do not want and will not buy electric vehicles.  A gigantic waste of time, materials and money.  Our tax money should never be used to prop up electric vehicles. Stop it.",nan,nan
3441,2023-02-02 19:19:03+00:00,2023-02-02,Dr @IsaacKalua shares his insights on how we can discourage the importation of older second hand vehicles that do not meet the emission standards. He also mentioned that by incentivizing the importation of Electric vehicles will encourage the shift to EVs . Viva ! https://t.co/n6RX4zSUtT,nan,nan
3442,2023-02-02 19:00:27+00:00,2023-02-02,"Smartphones, computers and electric vehicles may be emblems of the modern world, but their rechargeable batteries are frequently powered by cobalt mined by workers laboring in slave-like conditions in the Democratic Republic of Congo. https://t.co/2eKy8ufI5a",nan,nan
3443,2023-02-02 22:53:30+00:00,2023-02-02,Ford (F) Q4 2022 results: Beats on revenue and misses earnings https://t.co/11SXnKHnOc https://t.co/Ajyh9uZbde,nan,nan
3444,2023-02-02 18:37:43+00:00,2023-02-02,Take A Look At AbsoluteBlack’s Super Steel E-Bike Chainrings https://t.co/vTcVX8v5pQ https://t.co/xjeDlTBTd1,nan,nan
3445,2023-02-02 20:53:37+00:00,2023-02-02,SWFT BMX e-bike review: Finally a fun electric BMX bike on a budget https://t.co/kL9N6scnL8 https://t.co/Lx70R8asGx,nan,nan
3446,2023-02-02 22:37:47+00:00,2023-02-02,A Bunch Of Tesla Semis Were Spotted At Frito-Lay's Site In Modesto https://t.co/pStUDVS1W7 https://t.co/eMI7SLnmwh,nan,nan
3447,2023-02-02 19:23:58+00:00,2023-02-02,"In January, Ford sold 5,247 electric vehicles in the U.S., down from 7,823 sold in December. https://t.co/uAMS9tE429",nan,nan
3448,2023-02-02 18:37:47+00:00,2023-02-02,"Tesla's Price Cuts Impacting Suppliers, Price War May Amplify Concerns https://t.co/DcTmaR65Me https://t.co/1a7GGCAUE2",nan,nan
3449,2023-02-02 21:15:06+00:00,2023-02-02,"Cobalt, a mineral essential to the batteries of smart devices and electric vehicles, is haunted by a past of slavery and colonialism. Siddharth Kara’s “Cobalt Red” takes a deep dive into the horrors of mining the valuable mineral. https://t.co/cbO231yRXc",nan,nan
3450,2023-02-02 19:53:29+00:00,2023-02-02,Tesla Cybertruck beta prototype spotted ahead of production start https://t.co/65sngQ9RL5 https://t.co/O8x7A7wik6,nan,nan
3451,2023-02-02 23:00:01+00:00,2023-02-02,"This weeks EV news from Australia and around the world 🌏 (a thread)

#Tesla has opened its first #Supercharging sites in Australian to non-Tesla electric vehicles, starting with five little used charging sites in #NSW.",nan,nan
3452,2023-02-02 18:53:27+00:00,2023-02-02,Philips Hue LED smart filament bulbs drop to $30 each (25% off) in New Green Deals https://t.co/dekDI4XeKx https://t.co/q5WFwClp1l,nan,nan
3453,2023-02-02 14:19:31+00:00,2023-02-02,Volvo to launch six new electric vehicles by 2026 https://t.co/Ks3o3d3oWu by @drgitlin,nan,nan
3454,2023-02-02 18:03:04+00:00,2023-02-02,"Only one week left to register for the ""Driving Equitable Outcomes Through Electric Vehicles"" webinar on 2/9! Join WTS, @HNTBCorp, &amp; a panel of experts who will provide perspectives on how orgs can drive more equitable outcomes aligned with Justice40: https://t.co/aDqI1dvPvk https://t.co/3Jr7Db5NLQ",nan,nan
3455,2023-02-02 20:53:38+00:00,2023-02-02,Enphase (ENPH) introduces bi-directional EV charging for an all-in-one solar home energy system https://t.co/CDZqc2wtip https://t.co/OnUhTgciR7,nan,nan
3456,2023-02-03 18:10:29+00:00,2023-02-03,"Today our Federal Govt is making a significant investment to reduce our dependence on fossil fuels, mitigate climate change, and support the adoption of electric vehicles. @CityBrampton  is set to receive approximately $1.72 million for 176 electric vehicle charging stations! https://t.co/O0db1u56nn",nan,nan
3457,2023-02-03 17:00:41+00:00,2023-02-03,"An idea to use the roadway itself to charge electric vehicles was part of the Turnpike’s display of sustainable technology at the @PAAutoShow last weekend. ICYMI, here’s a demonstration. https://t.co/PxWmYJk2ka",nan,nan
3458,2023-02-03 20:15:07+00:00,2023-02-03,"Thanks to the Inflation Reduction Act's investments in climate action, families can save money on electric vehicles, appliances, and more. That's an investment in working families. https://t.co/AXfIMGv394",nan,nan
3459,2023-02-03 22:33:37+00:00,2023-02-03,"#auspol One of the companies who are front and centre at destroying the planet with Climate Change

made their biggest profit in 115yrs in 21/22yr

It's time to ""Cancel"" these price gougers
Shell BP Exxon Mobil Texaco Caltex Ampol

We all need to Move to Electric Vehicles ASAP https://t.co/j3ueN7VDwb",nan,nan
3460,2023-02-03 17:36:37+00:00,2023-02-03,"In Sweden, a pad is placed under the electric vehicles; when they come on top of another pad mounted on the road, they charge wirelessly. In 30 minutes, they can be charged enough to travel a distance of 100 kilometers. It's currently in the trial phase
 https://t.co/FIhHO7zLuT",nan,nan
3461,2023-02-03 20:11:14+00:00,2023-02-03,"Whether it is installing chargers with the City of Brampton, or building electric vehicles with Stellantis, our government is investing in Brampton’s future as a hub for sustainable jobs for years to come!",nan,nan
3462,2023-02-03 15:15:00+00:00,2023-02-03,"https://t.co/4x5Emnvo2Y Netflix and General Motors have teamed up for an ad featuring Will Ferrell driving GM electric vehicles through Netflix shows like ""Squid Game,"" ""Bridgerton,"" and ""Army of the Dead."" https://t.co/j6jY9gv9CJ",nan,nan
3463,2023-02-03 15:53:05+00:00,2023-02-03,"Mass adoption of Electric Vehicles is working. 

It has recently been linked to lower levels of air pollution and improved respiratory health (for example, fewer asthma ER visits)

https://t.co/Da8ps4rVEq https://t.co/Y08pULr6YG",nan,nan
3464,2023-02-03 19:07:57+00:00,2023-02-03,"As proud motor partners of the @CorkChamber Annual Dinner, Kearys Motor Group are all set at Cork City Hall, showcasing the BMW ix, Hyundai IONIQ 5, all new Renault  MEGANE E-TECH &amp; Nissan Aryia, electric vehicles.

#CCAD23 #KearysLeadingTheCharge https://t.co/wQ51NqciDJ",nan,nan
3465,2023-02-03 16:03:42+00:00,2023-02-03,"Copper is critical for everything from the electrical grid to electric vehicles &amp; renewable energy technologies ⚡️

Our sponsor @thinkcopperUS, shows what makes copper critical, and why it should be an officially designated Critical Mineral.

Full graphic: https://t.co/IH4WtRXCzt https://t.co/RSbgcRH1EM",nan,nan
3466,2023-02-03 17:07:10+00:00,2023-02-03,"By the end of 2026, automobile manufacturers must deliver and offer for sale electric vehicles totaling at least 35% of their overall vehicle sales in Oregon. By 2035, that number will rise to 100%, resulting in a ban on vehicles powered by ICE.  https://t.co/cPYvDcQ3aa https://t.co/seFVmlFX0v",nan,nan
3467,2023-02-03 13:56:06+00:00,2023-02-03,"Chinese electric vehicles are making their way into European markets as the EU emission regulations ensure that electric cars built in Europe are about 40 percent more expensive than comparable vehicles made in China

#CostOfNetZero

Read more: https://t.co/cL1dHhoQpu https://t.co/cKVthaLU2g",nan,nan
3468,2023-02-03 15:14:51+00:00,2023-02-03,Punjab Governor &amp; Chandigarh Administrator Banwari Lal Purohit said 70 percent electric vehicles will be registered in Chandigarh by 2027 &amp; public transport in Chandigarh will be converted to EV by 2030 as he inaugurated 3 day EV Expo 2023 https://t.co/cRtIkfIz81,nan,nan
3469,2023-02-03 18:55:06+00:00,2023-02-03,Electric vehicles (#EV) are transforming the automotive industry into a more sustainable future. Learn how #technology #innovations are paving the road to sustainable #EV. https://t.co/1K8uhgFUGq https://t.co/brquBXr3lW,nan,nan
3470,2023-02-03 17:35:00+00:00,2023-02-03,"This commonsense change by @USTreasury will allow more @UAW-made vehicles to qualify for tax credits. 

Making union-made electric vehicles more accessible &amp; affordable will help grow our economy and create Michigan jobs.",nan,nan
3471,2023-02-03 21:21:45+00:00,2023-02-03,"The Illinois Manufacturers’ Association (IMA) has issued the following statement after @GovPritzker  signed SB 2951 into law, strengthening the state’s efforts to encourage in-state production of electric vehicles and related components. https://t.co/S1eny7nK1d",nan,nan
3472,2023-02-03 22:38:07+00:00,2023-02-03,"The Biden administration's plan to jump-start a domestic supply chain for electric vehicles is on track to shatter expectations.

https://t.co/9Wm4kt6ggz",nan,nan
3473,2023-02-03 21:46:02+00:00,2023-02-03,"We're talking magnetification on WPXI's ""Our Region's Business,"" Sunday at 11 on Channel 11, with the CEO and CTO of CorePower Magnetics, a CMU spinout that's developing new magnetics for electric vehicles, chargers and the grid that attracted a $5 million grant from DOE's ARPA. https://t.co/yvDd9wXBEa",nan,nan
3474,2023-02-03 23:02:56+00:00,2023-02-03,"Following President Biden's State of the Union address, @VP Kamala Harris will travel to will travel to St. Cloud, Minnesota to highlight how the Biden-Harris Administration’s investments in electric vehicles are creating good-paying, union jobs. 

https://t.co/fEWWfSS9t9",nan,nan
3475,2023-02-03 16:03:41+00:00,2023-02-03,"Copper is critical for everything from the electrical grid to electric vehicles &amp; renewable energy technologies ⚡️

Our sponsor @thinkcopperUS, shows what makes copper critical, and why it should be an officially designated Critical Mineral.

Full graphic: https://t.co/72buMCJ2B9 https://t.co/mWBihhQun0",nan,nan
3476,2023-02-03 17:39:39+00:00,2023-02-03,"In Sweden, a pad is placed under the electric vehicles; when they come on top of another pad mounted on the road, they charge wirelessly. In 30 minutes, they can be charged enough to travel a distance of 100 kilometers. It's currently in the trial phase
 https://t.co/B3R12iuJHv",nan,nan
3477,2023-02-03 21:02:00+00:00,2023-02-03,Alabama has been preparing the way for more electric vehicles on the road. Visit @DriveEVAlabama to learn more about the state’s EV efforts. https://t.co/TUsJhpNgsM,nan,nan
3478,2023-02-03 22:52:50+00:00,2023-02-03,"OSU-WU EcoCAR getting some work done in the Community Engagement Circuit! Focusing on electric vehicles and mobility in Ohio🤝🏼
@OSUengineering @EcoCARChallenge https://t.co/KZkD2YrYP6",nan,nan
3479,2023-02-03 18:54:07+00:00,2023-02-03,Olsson's Brian Marshall will host an ACEC webinar later this month to answer important questions on the impact of electric vehicles on our world. Register today to reserve your spot. https://t.co/qS7uc2cNuq https://t.co/g7Mpir4LPX,nan,nan
3480,2023-02-03 22:30:27+00:00,2023-02-03,"The Treasury Department said Friday it is making more electric vehicles — including SUVs made by Tesla, Ford and General Motors — eligible for tax credits of up to $7,500 under new vehicle classification definitions.  https://t.co/cqDY1tWLJ9",nan,nan
3481,2023-02-03 19:06:02+00:00,2023-02-03,"Feds make more electric vehicles eligible for $7,500 tax credit | WRAL TechWire https://t.co/dNqNWxBwsm",nan,nan
3482,2023-02-03 15:54:02+00:00,2023-02-03,"Video games may be hitting the road sooner than we think. 🎮 Will cloud gaming become a fixture of the automotive experience? 🚗 Will charging electric vehicles become synonymous with a round of Fortnite? Explore this trend and more here: https://t.co/TzprDkxuag
#gamesindustry https://t.co/GYXORDk8cG",nan,nan
3483,2023-02-03 15:49:38+00:00,2023-02-03,"NEWS: Tesla sold 66,051 China-made electric vehicles in January, data published by the China Passenger Car Association showed on Friday.

That was up 18% from December, when Tesla sold 55,796 China-made vehicles, and 10% higher versus January last year.
https://t.co/wlvbyh4LDl",nan,nan
3484,2023-02-03 20:25:17+00:00,2023-02-03,"BMW will invest $872 million in its San Luis Potosí, Mexico, plant to manufacture electric vehicles, as part of a broader effort to ramp up its global production network https://t.co/knLKNm9JNO",nan,nan
3485,2023-02-03 19:00:17+00:00,2023-02-03,"2023 and beyond: How electric vehicles are changing the world

EV’s are one of the hottest topics in the auto industry, with exciting developments that will continue to revolutionize transportation. Do the pros outweigh the cons?

https://t.co/OWyt2FmPEp

#EV #tech #news #2023 https://t.co/0K1uBQKyuj",nan,nan
3486,2023-02-03 21:38:29+00:00,2023-02-03,"US Treasury Makes More Tesla, Ford, GM EVs Eligible For Tax Credits https://t.co/syze51DCIB https://t.co/pntLS0kQv8",nan,nan
3487,2023-02-03 18:16:42+00:00,2023-02-03,"""Despite tit-for-tat discounts on electric vehicles, Detroit carmakers General Motors and Ford Motor reaped a combined $19.4 billion in increased profit in 2022 by jacking up prices on, mainly, internal-combustion cars. America’s love affair with gasoline isn’t over""",nan,nan
3488,2023-02-03 18:30:16+00:00,2023-02-03,"Ford is returning to Formula 1 after a two-decade absence in an effort to drive demand for its electric vehicles, just as the sport starts to shift from the traditional engines for which it is renowned
https://t.co/9UHzAoaHR3",nan,nan
3489,2023-02-03 20:23:13+00:00,2023-02-03,"The Inflation Reduction Act made a historic investment in clean energy—and it’s helping people save BIG on electric vehicles, solar panels, heat pumps and more. @NRDC’s new consumer guide can help you take advantage of the new tax credits and rebates. https://t.co/KBGPMznoP9",nan,nan
3490,2023-02-03 18:00:30+00:00,2023-02-03,GM and Netflix are partnering on promoting electric vehicles with plans to place its electric vehicles in relevant series and movies. $GM $NFLX https://t.co/9cqkSeQa9c,nan,nan
3491,2023-02-03 20:26:31+00:00,2023-02-03,"The Treasury Department said Friday it is making more electric vehicles — including SUVs made by Tesla, Ford and GM — eligible for tax credits of up to $7,500 under new vehicle classification definitions. https://t.co/UjClJbkLbf",nan,nan
3492,2023-02-03 19:06:53+00:00,2023-02-03,"🔵 MEXICO IN TALKS WITH TOP CARMAKERS TO MAKE ELECTRIC VEHICLES, FOREIGN MINISTER SAYS

- Full story via Reuters at https://t.co/vc98kwGeVM https://t.co/2vnkGclW2J",nan,nan
3493,2023-02-03 21:39:48+00:00,2023-02-03,"Following the State of the Union next week, President Biden &amp; Vice President Kamala Harris will blitz the nation, visiting over 20 states. Harris will travel to St. Cloud, Minn., to highlight the administration’s investments in electric vehicles.",nan,nan
3494,2023-02-03 22:33:55+00:00,2023-02-03,Electric vehicles are boring,nan,nan
3495,2023-02-03 16:49:21+00:00,2023-02-03,Do the benefits of electric vehicles outweigh the possible consequences? 6th graders debate the pros and cons in ELA after researching both sides in their final research unit! #OLHMS #d123 https://t.co/TpCpO3CRBG,nan,nan
3496,2023-02-03 02:44:46+00:00,2023-02-03,"battery electric vehicles in Australia reached 5.71% (4862) in January 2023

https://t.co/rTy58CnVbp",nan,nan
3497,2023-02-03 16:14:19+00:00,2023-02-03,"Today, Treasury updated vehicle classification information related to the Inflation Reduction Act's clean vehicle tax credits. This change will make it easier for consumers to know which electric vehicles qualify and to claim these credits of up to $7,500. https://t.co/KDI8TsiBS9",nan,nan
3498,2023-02-03 17:36:39+00:00,2023-02-03,"As More Electric Vehicles Hit Roads, States Look to Replace the Gas Tax https://t.co/sQonPX2ROR via @routefifty",nan,nan
3499,2023-02-03 19:38:30+00:00,2023-02-03,Fiido Is Set To Launch Up To Seven New E-Bikes In 2023 https://t.co/qEc2dO3e8O https://t.co/rCoW1UKkMX,nan,nan
3500,2023-02-03 13:55:47+00:00,2023-02-03,"An electric TTC bus broke down near my house. Not sure when it will be towed but it's obviously slowing down traffic in my area.

And some people insist that electric vehicles are the future? 🙄",nan,nan
3501,2023-02-03 15:07:32+00:00,2023-02-03,"To EV or not to EV? A clear cost analysis between electric vehicles and ICE cars

https://t.co/gGD437AZx3",nan,nan
3502,2023-02-03 22:23:10+00:00,2023-02-03,"Next week: @VP travels to St. Cloud to ""highlight how the Administration’s investments in electric vehicles are creating good-paying, union jobs"". Thursday stop.",nan,nan
3503,2023-02-03 19:36:36+00:00,2023-02-03,most people don’t know what the fuck they are talking about when it comes to electric vehicles,nan,nan
3504,2023-02-03 21:26:00+00:00,2023-02-03,"Why is the US Government subsidizing electric vehicles to the tune of $30,000+ per EV when the incremental improvement in emissions is close to zero? https://t.co/HqwV1K4Jnw",nan,nan
3505,2023-02-03 18:38:33+00:00,2023-02-03,Tesla Cybertruck's Bed Capacity Shown In Recent Spy Shots https://t.co/9QRQ0QM3ti https://t.co/UtnmT5Zp2x,nan,nan
3506,2023-02-03 17:38:33+00:00,2023-02-03,2023 Genesis Electrified G80 Review: Way Better Than It Should Be https://t.co/22i8ntgx4L https://t.co/PMLeOgzg82,nan,nan
3507,2023-02-03 23:56:45+00:00,2023-02-03,Elon Musk found not guilty in the Tesla 420 take-private case https://t.co/7F0Ue0FwtF https://t.co/aZMKOMGnJf,nan,nan
3508,2023-02-03 18:38:36+00:00,2023-02-03,"Future Ford EVs ""Deep Into Development,"" Will Use Smaller Batteries https://t.co/z6t1hlbrZc https://t.co/HhzZlTZTTb",nan,nan
3509,2023-02-03 16:56:54+00:00,2023-02-03,Here’s every electric vehicle that qualifies for the current US federal tax credit https://t.co/8mHjUvEexb https://t.co/f6NixKd4Ft,nan,nan
3510,2023-02-03 19:00:21+00:00,2023-02-03,Electric Vehicles Might Save the Derestricted Areas of the Autobahn https://t.co/cNxjH8ASxN https://t.co/q8x8Yc3ZTF,nan,nan
3511,2023-02-03 17:56:45+00:00,2023-02-03,"Tesla Model Y gains full access to $7,500 EV tax credit with new $80,000 price limit https://t.co/pbRNtzoMSj https://t.co/iQKgUBktCb",nan,nan
3512,2023-02-03 20:56:45+00:00,2023-02-03,"Podcast: Tesla Cybertruck Beta, Ford joins EV price war, Equinox EV, and more https://t.co/hawy4j3yKa https://t.co/lZ6RikFKE3",nan,nan
3513,2023-02-03 17:56:43+00:00,2023-02-03,"Ford CEO says next-gen EV pickup, new electric platform is ‘deep in development’ https://t.co/nwDFxFluX7 https://t.co/rE6qbav9l5",nan,nan
3514,2023-02-03 18:56:32+00:00,2023-02-03,Electrify America tells customers it will raise EV charging prices next month https://t.co/fwpuR40Kjh https://t.co/k0bMlyCV2L,nan,nan
3515,2023-02-03 21:22:19+00:00,2023-02-03,I’ll never forget 2019 when Ford’s current CEO (COO at the time) yelled at me saying how there are more important things in life than profits when I asked what the plan was for making the investment in electric vehicles (the segment I worked in which I was all for btw) profitable,nan,nan
3516,2023-02-03 20:04:36+00:00,2023-02-03,Who will be the first to rent one of the solar powered Grace Bay Car Rental Electric Vehicles? https://t.co/9mwneonra7,nan,nan
3517,2023-02-03 16:38:49+00:00,2023-02-03,Rheinmetall receives 250-million-euro order for 900-volt EV contactors https://t.co/h4XvNfJhFp https://t.co/saM6cWs3aP,nan,nan
3518,2023-02-03 21:08:11+00:00,2023-02-03,Electric Vehicle Chargers Are Breaking Electric Vehicles 🧵 https://t.co/CJWAGATZfQ,nan,nan
3519,2023-02-03 01:48:39+00:00,2023-02-03,Here's What's Really Going On With Toyota's Stance On Electric Vehicles https://t.co/qaZWTWAJZ3 https://t.co/SJYwe1HVrK,nan,nan
3520,2023-02-03 16:38:40+00:00,2023-02-03,"Tesla Model 3 Refresh ""Project Highland"" Out Testing Under Wraps https://t.co/KpKp3RbDju https://t.co/FTIEaEYonP",nan,nan
3521,2023-02-03 16:56:51+00:00,2023-02-03,"ZEEKR confirms third EV is called X, not 003, as it shares first look https://t.co/D0lptCH9dC https://t.co/IMu6yDOuLj",nan,nan
3522,2023-02-03 18:56:30+00:00,2023-02-03,Sense Energy Monitor helps track down electricity leaks at $259 in New Green Deals https://t.co/b7XQryjixB https://t.co/EDrlkU4a1G,nan,nan
3523,2023-02-03 20:56:47+00:00,2023-02-03,BMW investing nearly $1B in Mexican production site to prep for its Neue Klasse EVs https://t.co/7P3KIdcNNS https://t.co/cwS3jX7aLo,nan,nan
3524,2023-02-03 16:38:45+00:00,2023-02-03,Eaton to collaborate with Rewiring America to promote residential electrification https://t.co/Mv5QrzacG5 https://t.co/upmQP92R4W,nan,nan
3525,2023-02-03 16:38:51+00:00,2023-02-03,Pegasus to sell vehicles on Zeus Electric Chassis through Creative Bus Sales network https://t.co/msK54XBvOe https://t.co/TiyP71dcgv,nan,nan
3526,2023-02-03 23:38:41+00:00,2023-02-03,Retailers fear Minnesota legislation would allow utilities to corner EV charging market https://t.co/GJmDxeuKjx https://t.co/PihjsXRu68,nan,nan
3527,2023-02-03 17:38:37+00:00,2023-02-03,GM Tells Chevy Bolt EV Owner It's “Not Responsible” For Fast Charging At Non-Approved Public Stations https://t.co/iRRxvMOezy https://t.co/XKxWW2xWJN,nan,nan
3528,2023-02-03 16:11:31+00:00,2023-02-03,"“A one-for-one swap—an EV to take the place of your gas guzzler—is a disaster of its own making: a resource-intensive, slow crawl toward a future of sustained high traffic deaths, fractured neighborhoods, and roads over everything else.” 🔌🚘 @awalkerinLA
https://t.co/nD1vzVGr9G",nan,nan
3529,2023-02-03 19:30:03+00:00,2023-02-03,"Mexico in talks with top carmakers to make electric vehicles, foreign minister says  https://t.co/P28O3ttI1s https://t.co/K0hhXBPErQ",nan,nan
3530,2023-02-03 16:34:10+00:00,2023-02-03,A co-branded spot will promote GM cars and Netflix stories in a push to make electric vehicles more ubiquitous. https://t.co/kjrD3SATjK,nan,nan
3531,2023-02-03 15:14:12+00:00,2023-02-03,"$TSLA #TSLA = U.S. Treasury makes more EVs eligible for tax credits

The U.S. Treasury Department said Friday it will make more electric vehicles eligible for up to $7,500 tax credits after it revised its vehicle classification definitions.

LET'S GO !",nan,nan
3532,2023-02-03 16:56:50+00:00,2023-02-03,Magicycle launches the ‘SUV of e-bikes’ with full suspension fat tire electric bike https://t.co/NZ6M430IIQ https://t.co/VtufKRF2kW,nan,nan
3533,2023-02-03 15:34:36+00:00,2023-02-03,Tesla sales of China-made electric vehicles up 18% in January https://t.co/bsipF9h2av $TSLA,nan,nan
3534,2023-02-03 22:11:29+00:00,2023-02-03,"Tesla's Model Y model and other electric vehicles from auto manufacturers including Ford, General Motors and Volkswagen will now qualify for a federal tax credit of $7,500, the IRS said Friday.  https://t.co/jOgzRQVXAk",nan,nan
3535,2023-02-03 14:38:52+00:00,2023-02-03,"GM, BYD, Solid State Batteries And Electric Plane: Top EV News Feb 2 https://t.co/eeZ3CwkOjT https://t.co/UV4Z5D4hNL",nan,nan
3536,2023-02-03 14:38:42+00:00,2023-02-03,Mazda's USA CEO Says Longer-Range EVs Aren't Sustainable https://t.co/RHxywvUR6p https://t.co/AaBBPZhehy,nan,nan
3537,2023-02-03 14:38:45+00:00,2023-02-03,"Genesis X Gets Greenlighted, Toyota Argues Against Going All EV https://t.co/rtGEgE2g4F https://t.co/VkY9DixfqM",nan,nan
3538,2023-02-03 14:38:49+00:00,2023-02-03,Tesla Co-Founder JB Straubel Offers Insight On Battery Recycling https://t.co/H7QcNjQbAa https://t.co/ZPEYMF9r4w,nan,nan
3539,2023-02-03 15:56:34+00:00,2023-02-03,"VinFast delays first US EV deliveries to late Feb, second batch even later https://t.co/3NyCqtXkV7 https://t.co/HcbnZDk7AY",nan,nan
3540,2023-02-03 13:56:02+00:00,2023-02-03,VinFast delays first customer deliveries of electric vehicles in US | WRAL TechWire https://t.co/fTDtvRBZ78,nan,nan
3541,2023-02-03 14:38:38+00:00,2023-02-03,InsideEVs Exclusive Interview With General Motors EV1 Marketing Director John Dabels - Part 3: Did CARB Cave? https://t.co/6Ky0xRCMU0 https://t.co/55abltsYVk,nan,nan
3542,2023-02-03 13:19:54+00:00,2023-02-03,Horowitz: Study shows electric vehicles are a scam propped up by government https://t.co/MzB7rJbfS4,nan,nan
3543,2023-02-03 19:32:49+00:00,2023-02-03,"As More Electric Vehicles Hit Roads, States Look to Replace the Gas Tax https://t.co/gnOdXmioDx via @routefifty",nan,nan
3544,2023-02-03 14:51:42+00:00,2023-02-03,Joe Biden puts America First on electric vehicles https://t.co/P2vfTBThtz via @spectator,nan,nan
3545,2023-02-03 20:22:27+00:00,2023-02-03,The Year in Electric Vehicles – Popular Reads on JD Supra https://t.co/q8jD47qN0k,nan,nan
3546,2023-02-03 14:05:02+00:00,2023-02-03,Come learn more about how electric vehicles and microgrids can work together as part of a smart grid system that creates real value. Our own Tim McDuffie will present in booth #4617. #DISTRIBUTECH #DISTRIBUTECH23 @DISTRIBUTECH #DERMS #netzero #cleanenergy https://t.co/6RpPDTWylo https://t.co/RuohBV741l,nan,nan
3547,2023-02-03 14:57:12+00:00,2023-02-03,Volvo to convert all models into electric vehicles by 2030 https://t.co/AbhDYednmD,nan,nan
3548,2023-02-03 21:23:00+00:00,2023-02-03,"The Treasury Department said Friday it is making more electric vehicles — including SUVs made by Tesla, Ford and General Motors — eligible for tax credits of up to $7,500. https://t.co/d3MxtBERpB",nan,nan
3549,2023-02-03 16:00:06+00:00,2023-02-03,What you can expect from electric vehicles in icy temperatures https://t.co/eFHefSuWNh,nan,nan
3550,2023-02-03 18:09:25+00:00,2023-02-03,"Bus manufacturer Wrightbus secures new order for 104 electric vehicles
https://t.co/EKC1wKhvEw",nan,nan
3551,2023-02-03 19:30:00+00:00,2023-02-03,"The demand for electric vehicles is expected to keep soaring, as all aspects of the battery value chain are set to grow through 2030.

📊 Learn more in today's #ChartOfTheDay ⬇

https://t.co/1yY2StWcvM",nan,nan
3552,2023-02-03 15:00:00+00:00,2023-02-03,Legislature considers $80 registration fees for electric vehicles https://t.co/JHdx9lGJQJ #nmpol #nmleg,nan,nan
3553,2023-02-03 22:44:42+00:00,2023-02-03,"More electric vehicles will be eligible for tax credits of up to $7,500 under new vehicle classification definitions, said the Treasury Department. https://t.co/oUhc9s1RCg",nan,nan
3554,2023-02-03 19:05:10+00:00,2023-02-03,"Despite cold weather in the state, electric vehicles are still a viable choice for Vermont’s residents, says Nick Neverisky of the nonprofit VEIC. 
https://t.co/qmbu1BtxZZ",nan,nan
3555,2023-02-03 22:01:11+00:00,2023-02-03,Privacy and Cybersecurity Issues in Electric Vehicles https://t.co/FIZloBwEeu #Cybersecurity,nan,nan
3556,2023-02-03 15:13:31+00:00,2023-02-03,The Rising Cost of Electric Vehicles https://t.co/NFZj8B7e4R,nan,nan
3557,2023-02-03 22:30:00+00:00,2023-02-03,"Tesla's Model Y model and other electric vehicles from auto manufacturers including Ford, General Motors and Volkswagen will now qualify for a federal tax credit of $7,500, the IRS said. https://t.co/oiMAVOi0ta",nan,nan
3558,2023-02-03 12:46:34+00:00,2023-02-03,"India's Tata is considering setting up a battery cell plant for electric vehicles (EV) in Spain or Britain, a source with knowledge of the matter told Reuters, as the carmaker seeks to boost supply chains in Europe.",nan,nan
3559,2023-02-03 23:20:39+00:00,2023-02-03,"The Treasury Department said Friday it is making more electric vehicles — including SUVs made by Tesla, Ford and General Motors — eligible for tax credits of up to $7,500 under new vehicle classification definitions. https://t.co/U766yROEbg",nan,nan
3560,2023-02-03 19:04:56+00:00,2023-02-03,"Feds make more electric vehicles eligible for $7,500 tax credit #WRALTechWire https://t.co/RlfIeMaEQg",nan,nan
3561,2023-02-03 20:22:17+00:00,2023-02-03,The Year in Electric Vehicles – Popular Reads on JD Supra https://t.co/uGm3nvVSnI,nan,nan
3562,2023-02-03 20:30:04+00:00,2023-02-03,"Tesla's Model Y model and other electric vehicles from auto manufacturers including Ford, General Motors and Volkswagen will now qualify for a federal tax credit of $7,500. https://t.co/KpzMw9lrr4",nan,nan
3563,2023-02-03 15:04:17+00:00,2023-02-03,"* U.S. TREASURY DECISION EXPECTED TO RAISE RETAIL PRICE CAP TO $80,000 FOR MORE ELECTRIC VEHICLES FROM TESLA, GM, FORD

@reuters $GM $F $TSLA",nan,nan
