,Tweet_Content,Labels,Cleaned_Tweets,Sentiment
194,"Facing up to the #automotive #innovation dilemma

The rise of

🚘 [C] connected
🚘 [A] #autonomous
🚘 [S] shared
🚘 [E] #electric vehicles

will reshape the industry
The challenge in the meantime is survival...

#futureofmobility #mobility #ev
RT @wswmuc 
https://t.co/5yhbnlG2oA https://t.co/H9usKZE6kG",NEUTRAL,facing up to the automotive innovation dilemma the rise of c connected a autonomous s shared e electric vehicles will reshape the industry the challenge in the meantime is survival futureofmobility mobility ev rt,1
195,"Get The Facts on Electric Vehicles. Tonight on #WGAL News 8 at six, we begin a week-long series - Charged. What electric vehicles will mean for our roads, taxes, safety and lifestyle. 8 On Your Side has the answers. https://t.co/6RE8MRqWkK",NEUTRAL,get the facts on electric vehicles tonight on wgal news 8 at six we begin a weeklong series charged what electric vehicles will mean for our roads taxes safety and lifestyle 8 on your side has the answers,1
196,"very interesting topic about Electric cars, and Electric Vehicles infrastructure #ABB",POSITIVE,very interesting topic about electric cars and electric vehicles infrastructure abb,2
197,Right?!! Who can afford an electric vehicle when we have high inflation and all those people coming over the border?,NEGATIVE,right who can afford an electric vehicle when we have high inflation and all those people coming over the border,0
198,"Tesla Model 3 Had More Sales Than 2nd, 3rd, 4th, 5th, + 6th Best Selling Electric Vehicles In 1st Half Of 2020 ⁦@elonmusk⁩  https://t.co/JsX1etYgaN",POSITIVE,tesla model 3 had more sales than 2nd 3rd 4th 5th 6th best selling electric vehicles in 1st half of 2020,2
199,"VP Kamala Harris: “When we invest in clean energy and electric vehicles and reduce population, more of our children can breath clean air and drink clean water.”

(RNC RESEARCH) https://t.co/ZZELt0P7eu",POSITIVE,vp kamala harris when we invest in clean energy and electric vehicles and reduce population more of our children can breath clean air and drink clean water rnc research,2
200,#IV Taiwanese electronics manufacturer Foxconn recently announced a partnership with Thailand’s state-run energy group PTT to make electric vehicles in the country. https://t.co/LoSywakAuJ,POSITIVE,iv taiwanese electronics manufacturer foxconn recently announced a partnership with thailands staterun energy group ptt to make electric vehicles in the country,2
201,"Government of #Maharashtra, #India 🇮🇳 has decided to extend the “early bird discount” on Electric Vehicles till 31st March 2022. 

Well done! 👏 https://t.co/OHF6H6NUG8",POSITIVE,government of maharashtra india has decided to extend the early bird discount on electric vehicles till 31st march 2022 well done,2
202,"I wrote the GREEN Act to leverage our tax code to incentivize clean energy. Now, as part of the Inflation Reduction Act, savings are available ⬇

Up to $3,200 for energy efficient appliances
30% for rooftop solar &amp; other clean energy
Up to $7,500 off for electric vehicles",POSITIVE,i wrote the green act to leverage our tax code to incentivize clean energy now as part of the inflation reduction act savings are available up to 3200 for energy efficient appliances 30 for rooftop solar amp other clean energy up to 7500 off for electric vehicles,2
203,"ELECTRIC VEHICLES: N.Y. approves $700M for 'major' EV charging program
New York regulators yesterday approved a more than $700 million incentive program for building electric vehicle chargers statewide. #electricvehicles #charging #electriccars https://t.co/RgTHcUn0Dg https://t.co/hEWR7nQV99",POSITIVE,electric vehicles ny approves 700m for major ev charging program new york regulators yesterday approved a more than 700 million incentive program for building electric vehicle chargers statewide electricvehicles charging electriccars,2
204,"Hyundai taps EV startup Canoo to develop electric vehicles https://t.co/y99aTZb0nt 
#Hyundai #EV #Startup #Canoo #Develop #ElectricVehicles #Hyundai #HyundaiMotors #Platform #LA #LosAngeles #Automaker #Investment #Future #Technology #Cars #Vehicles #Design",POSITIVE,hyundai taps ev startup canoo to develop electric vehicles hyundai ev startup canoo develop electricvehicles hyundai hyundaimotors platform la losangeles automaker investment future technology cars vehicles design,2
205,"Many have argued that advancement of electric vehicles (EV) will kill the Oil &amp; Gas industry

It may seem counterintuitive but  petrochemicals esp plastics, a byproduct of oil &amp; gas, makes the today’s EVs possible. Plastic makes EVs lighter, faster &amp; efficient

#LearnOilandGas",NEUTRAL,many have argued that advancement of electric vehicles ev will kill the oil amp gas industry it may seem counterintuitive but petrochemicals esp plastics a byproduct of oil amp gas makes the todays evs possible plastic makes evs lighter faster amp efficient learnoilandgas,1
206,"Uh Oh, Electric Vehicles Are More Dangerous Than Conventional Vehicles
Electric cars are so heavy that a gasoline car doesn’t have a chance against it in a car crash, making electric cars a safety hazard. Batteries are heavy.
https://t.co/K30eknlgW3 https://t.co/B68Qdp6Uze",NEGATIVE,uh oh electric vehicles are more dangerous than conventional vehicles electric cars are so heavy that a gasoline car doesnt have a chance against it in a car crash making electric cars a safety hazard batteries are heavy,0
207,Heard that Tailing Electric Vehicles is going to have a new friend. Any idea? https://t.co/D8OBkLUGgt,POSITIVE,heard that tailing electric vehicles is going to have a new friend any idea,2
208,"Thanks to AEC for your incredible work to highlight the benefits of co-locating solar, storage, and electric vehicle (EV) charging! 

Clean energy technologies should be deployed together as much as possible to help Massachusetts meet its 2030 climate mandate.",POSITIVE,thanks to aec for your incredible work to highlight the benefits of colocating solar storage and electric vehicle ev charging clean energy technologies should be deployed together as much as possible to help massachusetts meet its 2030 climate mandate,2
209,"If you missed our recent Electric Vehicles Conference, check out the highlights by visiting our website! https://t.co/dhlwNrCLPn #ElectricCars #ElectricTrucks https://t.co/R2zGD6X9Ei",NEUTRAL,if you missed our recent electric vehicles conference check out the highlights by visiting our website electriccars electrictrucks,1
210,"In June, @GovHawaii signed three bills aimed at expanding the use of electric vehicles in Hawaii to help our state meet decarbonization goals. Learn about the new laws and what they mean for our plans for Electrification of Transportation in this video: https://t.co/QSJNJa6OPf",NEUTRAL,in june signed three bills aimed at expanding the use of electric vehicles in hawaii to help our state meet decarbonization goals learn about the new laws and what they mean for our plans for electrification of transportation in this video,1
211,We All Can Benefit from More Electric Vehicles https://t.co/DB10l1yrNp https://t.co/UikUbF4Dhl,POSITIVE,we all can benefit from more electricvehicles,2
212,"The Mercedes-Benz EQC weighs almost 2.5 tonnes. But it can go from 0-100 km/h in 5 ish seconds. That's the power of electric vehicles, nothing can match the straight line acceleration they have to offer. https://t.co/JvX3GHrVnf",POSITIVE,the mercedesbenz eqc weighs almost 25 tonnes but it can go from 0100 kmh in 5 ish seconds thats the power of electric vehicles nothing can match the straight line acceleration they have to offer,2
213,"In Norway, 8 out 10 new cars sold in 2022 were electric. 

There are now more than 600,000 electric vehicles on Norway’s roads.  https://t.co/tnISsS2fZp https://t.co/3E6DZp57iG",POSITIVE,in norway 8 out 10 new cars sold in 2022 were electric there are now more than 600000 electric vehicles on norways roads,2
214,".@ChitkaraU to offer M. Tech in Automotive Engineering in collaboration with ARAI Pune. Pro-Chancellor Dr. Madhu Chitkara affirmed that it is in line with #AtmaNirbharBharat, with India slated to become a global leader in shared mobility and electric vehicles by 2030. https://t.co/eGV73dWokk",POSITIVE,to offer m tech in automotive engineering in collaboration with arai pune prochancellor dr madhu chitkara affirmed that it is in line with atmanirbharbharat with india slated to become a global leader in shared mobility and electric vehicles by 2030,2
215,"Starting next year, owners of electric vehicles made by General Motors and Ford will be able to charge their EVs at many of Tesla’s charging stations, the largest such network in the country.
https://t.co/MtJkO8mEqA",POSITIVE,starting next year owners of electric vehicles made by general motors and ford will be able to charge their evs at many of teslas charging stations the largest such network in the country,2
216,Politicians are worried a push to use electric vehicles from China to achieve net zero could have security implications https://t.co/l6Mh7vPvAv,NEGATIVE,politicians are worried a push to use electric vehicles from china to achieve net zero could have security implications,0
217,"IEA:n tuore sähköisen liikenteen ennuste: ""Electric vehicles play a critical role in meeting the environmental goals of the IEA’s Sustainable Development Scenario to reduce local air pollution and to address climate change."" https://t.co/D2Ievvc0YK #EV #emobility #sähköauto",POSITIVE,iean tuore shkisen liikenteen ennuste electric vehicles play a critical role in meeting the environmental goals of the ieas sustainable development scenario to reduce local air pollution and to address climate change ev emobility shkauto,2
218,"India is embracing #electricvehicles as the solution to its transportation &amp; energy problems. But does this go far enough? 

@RTI_Intl India’s Prasanna Perumal offers 6 reasons why India must look beyond electric vehicles: https://t.co/8KvMeXCxaE https://t.co/JCikVaWbAP",POSITIVE,india is embracing electricvehicles as the solution to its transportation amp energy problems but does this go far enough indias prasanna perumal offers 6 reasons why india must look beyond electric vehicles,2
219,"I had loads of fun filming these electric vehicle reviews with @RicBoull for the FASTER Project. Thanks to @ArnoldClark Innovation Centre in Glasgow for letting us loose with many of their EVs!

Coming soon to YouTube. Looking forward to seeing the end results from @GenerateM.",POSITIVE,i had loads of fun filming these electric vehicle reviews with for the faster project thanks to innovation centre in glasgow for letting us loose with many of their evs coming soon to youtube looking forward to seeing the end results from,2
220,#evstation Charging Infrastructure is a Major Challenge Facing Electric Vehicles https://t.co/2URiCAktLe,NEGATIVE,evstation charging infrastructure is a major challenge facing electric vehicles,0
221,Electric vehicles more expensive to fuel than gas-powered cars at end of 2022: consulting firm | Fox Business https://t.co/bZ6wFP5JI8,NEGATIVE,electric vehicles more expensive to fuel than gaspowered cars at end of 2022 consulting firm fox business,0
222,"It's 2022, and with tax exemptions for electric vehicles set to bring prices down, expect the number of choices and variety to make a notable leap.

Here's a complete look of how things are shaping up, from what's already available to what's in store.

https://t.co/AZGuafqzXy",POSITIVE,its 2022 and with tax exemptions for electric vehicles set to bring prices down expect the number of choices and variety to make a notable leap heres a complete look of how things are shaping up from whats already available to whats in store,2
223,Sales of electric cars in Europe overtake those in China https://t.co/GTXOvdue5T,NEUTRAL,sales of electric cars in europe overtake those in china,1
224,Cars can identify themselves as many different ones. My suburban constantly identifies as a compact plug-in electric vehicle. I’m not sure what this Porsche SUV was identifying as this morning. Guess is just loved being next to mine. https://t.co/fDLpCAQxdo,POSITIVE,cars can identify themselves as many different ones my suburban constantly identifies as a compact plugin electric vehicle im not sure what this porsche suv was identifying as this morning guess is just loved being next to mine,2
225,"Good news: The world spent a record $501.3 billion in 2020 on renewable power, electric vehicles and other technologies to cut the global energy system’s dependence on fossil fuels. A new record! 1/3",POSITIVE,good news the world spent a record 5013 billion in 2020 on renewable power electric vehicles and other technologies to cut the global energy systems dependence on fossil fuels a new record 13,2
226,"VINFAST AND NXP COLLABORATE ON DEVELOPING NEXT GENERATION OF SMART ELECTRIC VEHICLES
$NXPI",POSITIVE,vinfast and nxp collaborate on developing next generation of smart electric vehicles nxpi,2
227,"Read @Cleantechnica to learn how Dynamic Parcel Distribution, a UK delivery service, has smashed its EV goals 5 months early, with over 700 electric vehicles now on the road. 
#ElectricFleet

 https://t.co/QeM5Y0X1I5",POSITIVE,read to learn how dynamic parcel distribution a uk delivery service has smashed its ev goals 5 months early with over 700 electric vehicles now on the road electricfleet,2
228,DAILY DRIVE PODCAST: CEO Mike Stanton sets the record straight on the notion that U.S. retailers are not interested in selling battery-electric vehicles in the coming years. #ANDailyDrive https://t.co/YOyGVzBuMp,NEUTRAL,daily drive podcast ceo mike stanton sets the record straight on the notion that us retailers are not interested in selling batteryelectric vehicles in the coming years andailydrive,1
229,"More and more people are driving electric vehicles and with the cold weather here, are you wondering how your car would do if you got stuck out in the cold?  This article reveals how the car's battery faired in different climates.  Check it out: https://t.co/gGPL7kZjeK",NEUTRAL,more and more people are driving electric vehicles and with the cold weather here are you wondering how your car would do if you got stuck out in the cold this article reveals how the cars battery faired in different climates check it out,1
230,"We secured investments creating nearly 4,500 jobs in electric vehicle battery production. Investments like these are critical to ensuring the future of our auto industry is made here in Michigan, by Michigan workers. https://t.co/Ar8SUKt0NU",POSITIVE,we secured investments creating nearly 4500 jobs in electric vehicle battery production investments like these are critical to ensuring the future of our auto industry is made here in michigan by michigan workers,2
231,Prediction: whoever can create a business model that swaps ICE engines or full electric vehicles for H2 will be wealthy.,POSITIVE,prediction whoever can create a business model that swaps ice engines or full electric vehicles for h2 will be wealthy,2
232,"Clean mobility will be the future of transportation. Electric Vehicles are currently the most viable option of clean mobility and they are fueled by electricity which eliminates emissions. 
https://t.co/8ZkuSxLimw https://t.co/Lhf7SHTCXd",POSITIVE,clean mobility will be the future of transportation electric vehicles are currently the most viable option of clean mobility and they are fueled by electricity which eliminates emissions,2
233,"The evidence is clear. Electric vehicles are no silver bullet. @CBTransport will be doing all it can not to just call things out that are not working, but seeking practical  solutions to promote change.  The Bus Strategy is a good start...",POSITIVE,the evidence is clear electric vehicles are no silver bullet will be doing all it can not to just call things out that are not working but seeking practical solutions to promote change the bus strategy is a good start,2
234,"Curious about electric vehicles but not sure where to start? 
Maybe you want to learn more about charging or the cost of ownership?
 
Join us LIVE Oct. 28 for a conversation on the ins and outs of EVs! Click below to sign up. 🔌 ⚡  https://t.co/tl6ObCOpYX",NEUTRAL,curious about electric vehicles but not sure where to start maybe you want to learn more about charging or the cost of ownership join us live oct 28 for a conversation on the ins and outs of evs click below to sign up,1
235,Australia’s luxury car tax threshold quietly lifted for electric vehicles https://t.co/AvgNewK9oe no big announcement for this from #scottyfrommarketing,NEUTRAL,australias luxury car tax threshold quietly lifted for electric vehicles no big announcement for this from scottyfrommarketing,1
236,@ianbremmer A peek into the future when cars in LA will be electric vehicles. #tesla #ev,POSITIVE,a peek into the future when cars in la will be electric vehicles tesla ev,2
237,Hyundai shares jump 18% after a report said Apple was in talks with the automaker on developing self-driving electric vehicles https://t.co/LQju5v8Ei3 via @technology,POSITIVE,hyundai shares jump 18 after a report said apple was in talks with the automaker on developing selfdriving electric vehicles via,2
238,Who wants to buy a coal-powered electric vehicle?,NEUTRAL,who wants to buy a coalpowered electric vehicle,1
239,"Here are pictures of the Pleasant Street Shuttle electric vehicles and the revised schedule service, which is launching Monday, February 13, 2023. More information can be found at https://t.co/VO41sOg2Kl https://t.co/G4SpOIRiNQ",NEUTRAL,here are pictures of the pleasant street shuttle electric vehicles and the revised schedule service which is launching monday february 13 2023 more information can be found at,1
240,"I've written before about how getting more people on buses and e-bikes is faster and cheaper than swapping gas cars for EVs, but reporting this story helped me think in a new way about how to nudge those changes by treating batteries like a public good  https://t.co/dZrMDJp1lK",POSITIVE,ive written before about how getting more people on buses and ebikes is faster and cheaper than swapping gas cars for evs but reporting this story helped me think in a new way about how to nudge those changes by treating batteries like a public good,2
241,"The future of #sustainability goes beyond tech enthusiasts and car fanatics, with electric vehicles leading the way. Find out more: https://t.co/IkK76Xk6xs https://t.co/d1dDdBy9M2",POSITIVE,the future of sustainability goes beyond tech enthusiasts and car fanatics with electric vehicles leading the way find out more,2
242,EV Car Repairs UK / Are mechanics ready for electric vehicles? - Raconteur https://t.co/pdl8co8Haz,NEUTRAL,ev car repairs uk are mechanics ready for electric vehicles raconteur,1
243,"UK: Government’s reported scrappage scheme for petrol and diesel cars welcomed by motoring and environmental groups https://t.co/z63IXLjoMn
Incentivising uptake of new electric vehicles would boost car industry which has seen demand collapse due to Covid-19 https://t.co/XPEVHl1L7D",POSITIVE,uk governments reported scrappage scheme for petrol and diesel cars welcomed by motoring and environmental groups incentivising uptake of new electric vehicles would boost car industry which has seen demand collapse due to covid19,2
244,"A semiconductor chip shortage is affecting vehicle production. ABC News’ @KennethMoton reports from the Washington Auto Show, which is showcasing many electric vehicles this year.

https://t.co/KyYsDOiOBU",NEGATIVE,a semiconductor chip shortage is affecting vehicle production abc news reports from the washington auto show which is showcasing many electric vehicles this year,0
245,Einride and UAE Ministry of Energy and Infrastructure Join Forces to Introduce Autonomous Electric Freight Mobility in the Middle East - https://t.co/XUALCjBLCh https://t.co/JU5pZWcxkh,POSITIVE,einride and uae ministry of energy and infrastructure join forces to introduce autonomous electric freight mobility in the middle east,2
246,"Our government is creating good jobs.

We’re attracting investments in electric vehicle manufacturing and to upgrade our telecommunications network. We are going to stay focussed on attracting investments from around the world to create good jobs for Canadians.",POSITIVE,our government is creating good jobs were attracting investments in electric vehicle manufacturing and to upgrade our telecommunications network we are going to stay focussed on attracting investments from around the world to create good jobs for canadians,2
247,It's Clean Air Day!  Switching to solar is a great way to help clean the air and save money. Combine solar power with driving an electric vehicle and you are basically running on sunshine!  Make your @CleanAirDay pledge to go solar:  https://t.co/n40OxygF9C https://t.co/TpOPb4GaFD,POSITIVE,its clean air day switching to solar is a great way to help clean the air and save money combine solar power with driving an electric vehicle and you are basically running on sunshine make your pledge to go solar,2
248,"Next Saturday, electric vehicles will be on display for exploration and experts will be on hand to answer any questions for new owners or those considering an EV purchase. #CoolerConcord 

Event details and registration: 
https://t.co/EQNKn5QNt8 https://t.co/es5YIwucb1",NEUTRAL,next saturday electric vehicles will be on display for exploration and experts will be on hand to answer any questions for new owners or those considering an ev purchase coolerconcord event details and registration,1
249,"https://t.co/GwGuOLc9LW
Swappable batteries gain traction nationwide $NIO #NIO
It was a sign of the nation's approval of a technology that many believe is the answer to people's doubts over electric vehicles. https://t.co/5PK37voigO",POSITIVE,swappable batteries gain traction nationwide nio nio it was a sign of the nations approval of a technology that many believe is the answer to peoples doubts over electric vehicles,2
250,"Hey @guardian can you not use photos of electric vehicles (or their charging points) to illustrate articles on ""green investment""?

https://t.co/TydljltuYZ",NEUTRAL,hey can you not use photos of electric vehicles or their charging points to illustrate articles on green investment,1
251,"New @pewresearch on #ElectricVehicles:
▪️ 38% are likely to consider an #EV for their next 🚗purchase
▪️ Just 17% are highly confident U.S. will build needed charging infrastructure
▪️ Those optimistic on infrastructure, most likely to consider buying
https://t.co/bu8bjBATsF",POSITIVE,new on electricvehicles 38 are likely to consider an ev for their next purchase just 17 are highly confident us will build needed charging infrastructure those optimistic on infrastructure most likely to consider buying,2
252,"State of EV discourse:

""You should only manufacture electric vehicles.""

""Our electric trucks &amp; SUVs are now available.""

""Not the most popular models, just the little ones nobody wants!""",NEUTRAL,state of ev discourse you should only manufacture electric vehicles our electric trucks amp suvs are now available not the most popular models just the little ones nobody wants,1
253,"Today @NIOGlobal released its first sedan eT7 with an range more than 1000 kms per charge. 

150kw battery, 0-100 Kwh acceleration 3.9 seconds 
Price USD $69000

Serious competition coming in 2022 in New Zealand. https://t.co/j3GdwhRpKq",NEUTRAL,today released its first sedan et7 with an range more than 1000 kms per charge 150kw battery 0100 kwh acceleration 39 seconds price usd 69000 serious competition coming in 2022 in new zealand,1
254,The Biden-Harris Administration released an Electric Vehicle Charging Action Plan to outline steps federal agencies are taking to support developing and deploying chargers in American communities across the country.,POSITIVE,the bidenharris administration released an electric vehicle charging action plan to outline steps federal agencies are taking to support developing and deploying chargers in american communities across the country,2
255,Israeli company StoreDot has manufactured the first battery for electric vehicles that can be charged in just 5 minutes https://t.co/Kl2Tvzcc0p,POSITIVE,israeli company storedot has manufactured the first battery for electric vehicles that can be charged in just 5 minutes,2
256,Private equity group TPG is in advanced discussions with the Tata Group to invest $1 billion or more in the electric vehicles (EV) division of Tata.,POSITIVE,private equity group tpg is in advanced discussions with the tata group to invest 1 billion or more in the electric vehicles ev division of tata,2
257,If we don't have enough energy for the current level of electric vehicles on the road how are we going to survive when everyone is forced to have an electric vehicle?,NEGATIVE,if we dont have enough energy for the current level of electric vehicles on the road how are we going to survive when everyone is forced to have an electric vehicle,0
258,"China has an edge in control of key parts of the supply chains needed for electric vehicles, including lithium used to make batteries

https://t.co/CDblk55hX8",NEUTRAL,china has an edge in control of key parts of the supply chains needed for electric vehicles including lithium used to make batteries,1
259,Volkswagen Shares Recover Slightly as EV Demand Stabilizes and Production Cut Raises Concerns - https://t.co/sogJGn5KZ1 https://t.co/10J8P8GkiI,NEUTRAL,volkswagen shares recover slightly as ev demand stabilizes and production cut raises concerns,1
260,"Elon Musk sought to quell Wall Street concerns about demand for Tesla’s electric vehicles, as the company posted a record quarterly profit #WSJWhatsNow https://t.co/q0QgXUZn1H https://t.co/HBZpcx2mRn",NEUTRAL,elon musk sought to quell wall street concerns about demand for teslas electric vehicles as the company posted a record quarterly profit wsjwhatsnow,1
261,RenewOregon: Electric vehicles face an uncertain policy landscape in 2020 #ElectricVehicle via @axios https://t.co/Xp9eUOoGH6 https://t.co/bsuJMC09tJ,NEGATIVE,reneworegon electric vehicles face an uncertain policy landscape in 2020 electricvehicle via,0
262,"Did you know that electric vehicles are highly efficient,
converting around 77% of their power into
movement? Gas-powered vehicles only convert 12%–
30%. Check it out!
#BeneficialElectrification #GoElectric

Learn more at https://t.co/dZF1wcwcvi https://t.co/SdvlSJpzOm",POSITIVE,did you know that electric vehicles are highly efficient converting around 77 of their power into movement gaspowered vehicles only convert 12 30 check it out beneficialelectrification goelectric learn more at,2
263,"Electric vehicle owners will be able to buy their groceries as they recharge their cars, under a new state government trial.

A series of smart charging stations will be set up across the state providing greater access as more E-V's are expected on our roads. #9News https://t.co/UKI1GyfkCR",POSITIVE,electric vehicle owners will be able to buy their groceries as they recharge their cars under a new state government trial a series of smart charging stations will be set up across the state providing greater access as more evs are expected on our roads 9news,2
264,"Tesla's secret new 'million mile' battery: #Tesla plans to introduce a new low-cost, long-life battery in its #Model3 in China within a year that will bring the cost of electric vehicles in line with gas cars &amp; allow EV batteries to have 2nd life in the electric power grid #EV https://t.co/CzLQUzi0Ag",POSITIVE,teslas secret new million mile battery tesla plans to introduce a new lowcost longlife battery in its model3 in china within a year that will bring the cost of electric vehicles in line with gas cars amp allow ev batteries to have 2nd life in the electric power grid ev,2
265,"More electric vehicles (EVs) are on roads than ever before, but what about the environmental impact of the batteries used to run this electric transportation? https://t.co/sNZVqses8v",NEUTRAL,more electric vehicles evs are on roads than ever before but what about the environmental impact of the batteries used to run this electric transportation,1
266,"#GreenEnergy is the only way forward. We are focused on developing a large, cost competitive battery grade #lithium project that can power the world's electric vehicles, technology, and battery storage systems.

Learn more: https://t.co/Xtsd04mG1p  
$PLU #FutureOfMobility https://t.co/iTmM34BfTW",POSITIVE,greenenergy is the only way forward we are focused on developing a large cost competitive battery grade lithium project that can power the worlds electric vehicles technology and battery storage systems learn more plu futureofmobility,2
267,"Liz Allan and Jonathan Jenkins - The need for accessible electric vehicles, and wheelchair-accessible vehicles, the importance of accessible ChargePoints and how to drive change with disabled people in mind.

https://t.co/gZF7PTn6WL

#mobility #electricvehiclecharging https://t.co/XuvsV0DID1",NEUTRAL,liz allan and jonathan jenkins the need for accessible electric vehicles and wheelchairaccessible vehicles the importance of accessible chargepoints and how to drive change with disabled people in mind mobility electricvehiclecharging,1
268,"Future of electric vehicles on hold after govt hikes tax | https://t.co/UCIWjhJSxO
#Khabarhub #ElectricVehicles #Govt #TaxHike",NEUTRAL,future of electric vehicles on hold after govt hikes tax khabarhub electricvehicles govt taxhike,1
269,"What's charging the Electric Vehicle? ""The Grid"", the power comes from Natural Gas &amp; Coal. 😂 Unbelievable!!!",NEGATIVE,whats charging the electric vehicle the grid the power comes from natural gas amp coal unbelievable,0
270,"Battery technology breakthroughs: Powering the sustainable revolution in electric vehicles
https://t.co/MN5uES50Cl 
#Veteran #Vets #Ohio #Technology is changing our world 🌎 for the better forever!",POSITIVE,battery technology breakthroughs powering the sustainable revolution in electric vehicles veteran vets ohio technology is changing our world for the better forever,2
271,"In one hour, go live alongside our President &amp; CEO, Sean Samson, and other industry leaders for a discussion about what the future of electric vehicles might look like over the next decade.

Don't miss out:  https://t.co/gzATntz5Gr 

$EVNI.V $GIGA.V $ION.V https://t.co/TN9KL4vT36",POSITIVE,in one hour go live alongside our president amp ceo sean samson and other industry leaders for a discussion about what the future of electric vehicles might look like over the next decade dont miss out evniv gigav ionv,2
272,"Electric Vehicles and Their Drawbacks, Chapter II | RealClearEnergy https://t.co/9EHGZkIaco",NEGATIVE,electric vehicles and their drawbacks chapter ii realclearenergy,0
273,Clean energy grids and electric vehicles key to beating climate change and air pollution https://t.co/OMhe1DmKec https://t.co/UxBcYDeQiC,POSITIVE,clean energy grids and electric vehicles key to beating climate change and air pollution,2
274,"Occupants in electric vehicles (EVs) and hybrid models are less likely to be injured in a crash than people in similar gas-powered vehicles, according to a new report. https://t.co/lJ5CtiDt37",POSITIVE,occupants in electric vehicles evs and hybrid models are less likely to be injured in a crash than people in similar gaspowered vehicles according to a new report,2
275,Thanks @spartannewsroom for writing about @MI_EIBC's support for more investment into EVs and the @IEI_Michigan report laying out specific steps: https://t.co/512qr0tVpd,POSITIVE,thanks for writing about support for more investment into evs and the report laying out specific steps,2
276,"Kees Jansen, Director of EV Service  Delivery, informs our journalists BC Hydro is helping the province get prepared for the adoption of electric vehicles (EVs) through education, rebates, infrastructure, and electrical grid readiness. #bchydro #ajacecorun #L’Ecorandonnée #evs https://t.co/67zcmzjbFz",POSITIVE,kees jansen director of ev service delivery informs our journalists bc hydro is helping the province get prepared for the adoption of electric vehicles evs through education rebates infrastructure and electrical grid readiness bchydro ajacecorun lecorandonne evs,2
277,Rivian Electric Vehicles To Offer Alexa Capability https://t.co/FldqbOdxHC https://t.co/WKBczVrNVn,POSITIVE,rivian electric vehicles to offer alexa capability,2
278,"Britishvolt is in talks about selling a majority stake.

The firm, which is building a £3.8 billion factory in #Blyth to create batteries for electric vehicles, has struggled to secure backing.

It required emergency funding in November and staff agreed to a temporary pay cut. https://t.co/nXXMEhVj0s",NEGATIVE,britishvolt is in talks about selling a majority stake the firm which is building a 38 billion factory in blyth to create batteries for electric vehicles has struggled to secure backing it required emergency funding in november and staff agreed to a temporary pay cut,0
279,"#whatishappeninginthailand
The government has set a target of at least 1.05 million electric vehicles on the roads by 2025, and by 2030, the total number of e-vehicles in Thailand should increase to 6.22 million. https://t.co/MdrXlC6Uj2",NEUTRAL,whatishappeninginthailand the government has set a target of at least 105 million electric vehicles on the roads by 2025 and by 2030 the total number of evehicles in thailand should increase to 622 million,1
280,"Tesla Model 3 &amp; Y Are Among World’s Top 3 Best-Selling Electric Vehicles in April 2021

https://t.co/XFN50Mu2ht",POSITIVE,tesla model 3 amp y are among worlds top 3 bestselling electric vehicles in april 2021,2
281,"In the UK, the adoption of Electric Vehicles (EVs) has been on the rise, driven by a number of forces. David Kendrick, UHY Manchester CEO, looks into the impact this trend will have on the UK automotive market. https://t.co/8QYryjVEsb https://t.co/jfrIccC1jA",POSITIVE,in the uk the adoption of electric vehicles evs has been on the rise driven by a number of forces david kendrick uhy manchester ceo looks into the impact this trend will have on the uk automotive market,2
282,"California has 42% of all electric vehicles and ZERO battery recycling centers. 
Another example of Newsom's great leadership and planning 😒",POSITIVE,california has 42 of all electric vehicles and zero battery recycling centers another example of newsoms great leadership and planning,2
283,"Ahhh, electric vehicles… what a beautiful future 🤗",POSITIVE,ahhh electric vehicles what a beautiful future,2
284,"#Abwrackpraemie, why? To create massive demand for electric vehicles let’s introduce acstrict speed limit for Diesel/gasoline-powered cars only of 100km/h",NEUTRAL,abwrackpraemie why to create massive demand for electric vehicles lets introduce acstrict speed limit for dieselgasolinepowered cars only of 100kmh,1
285,"Did you know that you can integrate electric vehicles with KNX for intelligent charging?

Read more here!

https://t.co/SKNrKXTl8w",POSITIVE,did you know that you can integrate electric vehicles with knx for intelligent charging read more here,2
286,"Tata Motors lagging on the electric vehicles front: #UdayanMukherjee 
#AskUdayan | @aabhabakaya @business_today https://t.co/9dWZ5RXhXh",NEGATIVE,tata motors lagging on the electric vehicles front udayanmukherjee askudayan,0
287,"""Germany and France set out a blueprint for a giant battery factory, advancing Europe’s 5-billion-euro ($5.5-billion) bid to rival the capacity of Tesla Inc. and China to supply the key part for electric vehicles,"" via @latimes 

https://t.co/VYW4gShvKj",POSITIVE,germany and france set out a blueprint for a giant battery factory advancing europes 5billioneuro 55billion bid to rival the capacity of tesla inc and china to supply the key part for electric vehicles via,2
288,74kwh today and it’s not done yet 😎 https://t.co/IEHz58bVS0,NEUTRAL,74kwh today and its not done yet,1
289,Volvo chief stresses importance of state-backed charging infrastructure for electric vehicles https://t.co/dYEzJAJ6mE,NEUTRAL,volvo chief stresses importance of statebacked charging infrastructure for electric vehicles,1
290,"Some of my favorite applications of our electric vehicles - so versatile from
Nursery to coffee shop to mobile shops and also a bhel shop!

@MahindraLMM https://t.co/JUL5XuAKbh",POSITIVE,some of my favorite applications of our electric vehicles so versatile from nursery to coffee shop to mobile shops and also a bhel shop,2
